lockitver|DO NOT DELETE THIS LINE! 2896
dlga_village_elder_active_mission_2:village_elder_deliver_grain_thank|Действительно. Я принёс вам {reg5} связок пшеницы.
dlga_village_elder_deliver_grain_thank:village_elder_deliver_grain_thank_2|О {лорд/леди}, вы спасли нас от голода и отчаяния. Мы не можем вас отблагодарить достаточно, но мы навсегда включим вас в наши молитвы. Деревня {s13} не забудет, что вы для нас сделали.
dlga_village_elder_deliver_grain_thank_2:village_elder_talk|О {лорд/леди}, я прошу вас, есть что-то, что мы можем для вас сделать?
dlga_village_elder_active_mission_2:village_elder_active_mission_3|Я ещё работаю над этим.
dlga_village_elder_active_mission_2:village_elder_mission_failed|Боюсь, я не смогу выполнить задание.
dlga_village_elder_active_mission_3:village_elder_pretalk|Большое спасибо, {господин/госпожа}. Мы молимся каждый день за ваш успех.
dlga_village_elder_mission_failed:village_elder_pretalk|Ах, мне печально это слышать, {господин/госпожа}. Я попробую придумать что-то другое.
dlga_village_elder_request_mission_ask:village_elder_pretalk|Что ж, {господин/госпожа}, вы уже помогаете нам с заданием. Мы не можем просить от вас большего.
dlga_village_elder_request_mission_ask:village_elder_pretalk.1|Нет, {господин/госпожа}, у нас нет других заданий для вас.
dlga_village_elder_request_mission_ask:village_elder_tell_mission|Задание?
dlga_village_elder_tell_mission:village_elder_tell_deliver_grain_mission|{Мой добрый господин/Моя добрая госпожа}, наша деревня переживает тяжёлые времена: урожай был плохим, и недавно безжалостные бандиты украли зерно, которое мы отложили для посева. Если мы не найдём это зерно скоро, мы не сможем засеять наши поля, и тогда в следующем году нам грозит голод. Если вы сможете нам помочь, мы навсегда будем в вашем долгу.
